Product_ID,Seller_ID,Product_Name,Category,Brand,Cost_Price,Selling_Price,Stock,Rating
41,260,Face Wash,Beauty,Milton,1124,1624,261,4.7
42,96,Storage Box,Home & Kitchen,Prestige,1008,1509,381,4.3
43,186,Shampoo,Beauty,Nike,1641,2892,70,4.8
44,255,Spices,Grocery,Lakme,1052,1679,103,3.7
45,204,Jeans,Fashion,Boat,1701,2691,97,4.2
46,197,Mixer,Home & Kitchen,Mamaearth,1081,1362,362,4.0
47,24,Bedsheet,Home & Kitchen,Puma,573,915,174,4.6
48,75,Bedsheet,Home & Kitchen,Generic,1322,2008,28,4.3
49,99,Tea,Grocery,Boat,994,1751,231,4.9
50,212,Mixer,Home & Kitchen,Mamaearth,1281,2133,242,3.7
51,21,Mixer,Home & Kitchen,Prestige,448,788,226,4.1
52,25,Shampoo,Beauty,Generic,935,1647,266,4.1
53,264,Jeans,Fashion,Milton,1834,2490,243,3.6
54,160,Women's Kurti,Fashion,Mamaearth,2243,3787,209,4.1
55,19,Face Wash,Beauty,Boat,853,1362,273,4.7
56,58,Power Bank,Electronics,Lakme,2055,2651,348,3.5
57,30,Power Bank,Electronics,Generic,1967,2298,181,4.7
58,162,Shampoo,Beauty,Milton,654,1001,197,4.8
59,57,Women's Kurti,Fashion,Puma,1121,1994,80,5.0
60,284,Face Wash,Beauty,Generic,995,1681,344,4.3
61,234,Storage Box,Home & Kitchen,Boat,2120,2834,334,3.6
62,43,Tea,Grocery,Boat,584,718,47,4.3
63,210,Smart Watch,Electronics,Mamaearth,2202,2602,93,4.8
64,156,Face Wash,Beauty,Prestige,507,681,251,4.3
65,179,Smart Watch,Electronics,Generic,1167,1399,29,4.5
66,214,Lipstick,Beauty,Prestige,1392,1659,400,4.6
67,170,Shampoo,Beauty,Puma,231,324,140,4.3
68,234,Bedsheet,Home & Kitchen,Mamaearth,1858,3023,139,3.6
69,235,Spices,Grocery,Nike,1932,2903,211,4.6
70,147,Men T-Shirt,Fashion,Lakme,1255,1996,196,4.1
71,282,Power Bank,Electronics,Puma,1032,1296,195,4.5
72,99,Spices,Grocery,Lakme,1544,2779,357,4.8
73,64,Saree,Fashion,Puma,2387,3931,204,4.1
74,3,Smart Watch,Electronics,Boat,2249,2677,365,4.0
75,251,Bluetooth Earbuds,Electronics,Puma,401,643,397,4.8
76,22,Dry Fruits,Grocery,Puma,797,1067,114,3.8
77,188,Smart Watch,Electronics,Prestige,1252,1579,38,4.1
78,241,Tea,Grocery,Nike,1268,2203,315,4.4
79,243,Storage Box,Home & Kitchen,Lakme,895,1314,106,4.9
80,267,Spices,Grocery,Prestige,811,1302,353,3.9
81,12,Storage Box,Home & Kitchen,Puma,857,1478,353,4.9
82,166,Storage Box,Home & Kitchen,Milton,1879,3368,262,4.2
83,40,Storage Box,Home & Kitchen,Boat,2071,2541,120,3.9
84,166,Face Wash,Beauty,Nike,805,1064,127,4.8
85,74,Dry Fruits,Grocery,Puma,1614,2351,298,4.1
86,277,Storage Box,Home & Kitchen,Prestige,2389,3861,77,4.9
87,62,Power Bank,Electronics,Mamaearth,132,216,306,4.1
88,266,Women's Kurti,Fashion,Milton,1474,2616,381,3.7
89,57,Tea,Grocery,Nike,1398,2456,157,4.6
90,212,Jeans,Fashion,Generic,116,206,310,4.7
91,142,Lipstick,Beauty,Generic,841,1055,141,4.9
92,163,Smart Watch,Electronics,Generic,212,339,163,4.6
93,126,Power Bank,Electronics,Lakme,289,392,98,4.9
94,28,Dry Fruits,Grocery,Lakme,1915,3018,155,3.7
95,8,Dry Fruits,Grocery,Mamaearth,868,1394,377,4.1
96,39,Tea,Grocery,Puma,1526,2501,44,4.5
97,225,Power Bank,Electronics,Mamaearth,2224,3587,163,4.2
98,36,Bluetooth Earbuds,Electronics,Milton,116,142,214,4.3
99,59,Tea,Grocery,Milton,2415,3745,195,5.0
100,10,Men T-Shirt,Fashion,Milton,1642,2115,235,4.9
101,192,Mixer,Home & Kitchen,Boat,923,1233,304,4.5
102,22,Storage Box,Home & Kitchen,Boat,1103,1974,96,3.8
103,143,Mixer,Home & Kitchen,Lakme,1613,2427,316,3.9
104,233,Storage Box,Home & Kitchen,Mamaearth,1616,2659,330,4.4
105,91,Storage Box,Home & Kitchen,Puma,604,1013,110,4.6
106,218,Lipstick,Beauty,Generic,714,914,389,4.7
107,107,Tea,Grocery,Milton,1130,1323,32,4.7
108,177,Tea,Grocery,Prestige,1366,1955,273,4.2
109,260,Tea,Grocery,Lakme,1123,1540,246,4.7
110,70,Men T-Shirt,Fashion,Lakme,1752,2822,142,4.5
111,51,Bluetooth Earbuds,Electronics,Generic,901,1282,320,4.0
112,132,Face Wash,Beauty,Lakme,167,222,384,4.9
113,205,Storage Box,Home & Kitchen,Milton,763,1260,67,4.2
114,30,Men T-Shirt,Fashion,Milton,475,788,80,4.9
115,124,Bedsheet,Home & Kitchen,Lakme,534,751,212,4.1
116,214,Face Wash,Beauty,Lakme,2264,2837,127,3.6
117,224,Bedsheet,Home & Kitchen,Nike,2342,3992,369,3.9
118,43,Storage Box,Home & Kitchen,Nike,441,606,30,4.7
119,125,Bedsheet,Home & Kitchen,Mamaearth,1820,2149,246,4.0
120,239,Smart Watch,Electronics,Lakme,1345,2078,178,4.3
121,6,Bedsheet,Home & Kitchen,Generic,1989,2918,250,4.8
122,166,Women's Kurti,Fashion,Generic,2212,2549,283,4.8
123,262,Smart Watch,Electronics,Mamaearth,267,419,199,4.9
124,37,Tea,Grocery,Prestige,949,1381,393,4.0
125,295,Tea,Grocery,Milton,1297,1673,164,4.6
126,172,Tea,Grocery,Puma,1940,2971,67,4.3
127,234,Saree,Fashion,Generic,188,246,202,4.4
128,224,Women's Kurti,Fashion,Generic,1750,2823,322,4.7
129,170,Storage Box,Home & Kitchen,Prestige,962,1436,400,4.3
130,236,Spices,Grocery,Puma,2421,3043,198,3.6
131,64,Lipstick,Beauty,Prestige,994,1243,251,4.3
132,102,Power Bank,Electronics,Boat,468,641,52,5.0
133,175,Saree,Fashion,Prestige,819,1415,198,4.4
134,81,Dry Fruits,Grocery,Prestige,2463,3588,324,4.3
135,161,Dry Fruits,Grocery,Generic,374,478,143,3.6
136,84,Bluetooth Earbuds,Electronics,Nike,2354,3637,317,3.7
137,206,Bedsheet,Home & Kitchen,Generic,1062,1373,231,4.8
138,94,Jeans,Fashion,Puma,1888,3240,108,4.0
139,122,Dry Fruits,Grocery,Boat,241,365,154,4.7
140,79,Smart Watch,Electronics,Milton,1666,2211,361,4.9
141,184,Men T-Shirt,Fashion,Milton,761,1195,145,4.2
142,207,Tea,Grocery,Generic,1641,2141,194,4.2
143,14,Lipstick,Beauty,Mamaearth,2334,3273,159,3.8
144,296,Face Wash,Beauty,Puma,2356,3752,60,4.3
145,239,Shampoo,Beauty,Mamaearth,220,269,391,3.8
146,50,Men T-Shirt,Fashion,Boat,1609,2194,227,3.8
147,248,Bluetooth Earbuds,Electronics,Generic,2080,3656,141,3.6
148,129,Shampoo,Beauty,Nike,772,1355,373,4.0
149,43,Storage Box,Home & Kitchen,Prestige,2379,3191,340,4.9
150,11,Face Wash,Beauty,Nike,1184,1457,265,3.7
151,222,Face Wash,Beauty,Generic,1501,1903,276,4.7
152,183,Men T-Shirt,Fashion,Prestige,874,1194,100,4.6
153,80,Face Wash,Beauty,Lakme,1601,2646,118,3.7
154,237,Storage Box,Home & Kitchen,Boat,1359,1613,147,3.6
155,232,Tea,Grocery,Nike,2166,3700,246,4.6
156,235,Lipstick,Beauty,Milton,2073,3146,100,3.6
157,216,Power Bank,Electronics,Prestige,1701,3052,177,4.6
158,204,Bluetooth Earbuds,Electronics,Milton,135,226,313,4.7
159,207,Saree,Fashion,Puma,778,1365,355,4.3
160,38,Mixer,Home & Kitchen,Boat,2319,3362,263,4.0
161,251,Smart Watch,Electronics,Generic,1525,2148,384,4.0
162,53,Mixer,Home & Kitchen,Prestige,1026,1211,123,4.6
163,219,Smart Watch,Electronics,Puma,1700,2123,335,4.5
164,265,Women's Kurti,Fashion,Generic,366,493,128,4.3
165,210,Tea,Grocery,Nike,591,765,28,3.9
166,55,Power Bank,Electronics,Mamaearth,1906,3120,400,4.7
167,22,Dry Fruits,Grocery,Milton,1168,1822,365,3.6
168,54,Storage Box,Home & Kitchen,Prestige,495,783,159,4.8
169,205,Power Bank,Electronics,Generic,2248,3964,221,3.6
170,169,Storage Box,Home & Kitchen,Puma,1572,2486,69,3.8
171,75,Bluetooth Earbuds,Electronics,Milton,1607,1979,320,4.5
172,184,Dry Fruits,Grocery,Puma,1718,2599,87,3.5
173,42,Smart Watch,Electronics,Prestige,2122,2582,336,4.6
174,162,Power Bank,Electronics,Nike,1098,1888,254,4.0
175,62,Smart Watch,Electronics,Generic,2011,3175,184,4.8
176,98,Face Wash,Beauty,Boat,2480,3633,307,3.7
177,85,Power Bank,Electronics,Generic,1543,2682,42,4.6
178,123,Shampoo,Beauty,Generic,1818,2508,371,3.8
179,113,Saree,Fashion,Mamaearth,180,294,66,4.1
180,240,Storage Box,Home & Kitchen,Nike,1742,3013,247,4.0
181,273,Face Wash,Beauty,Puma,965,1146,350,3.9
182,254,Face Wash,Beauty,Milton,2493,3430,153,3.9
183,212,Bluetooth Earbuds,Electronics,Prestige,2338,3877,209,3.8
184,277,Women's Kurti,Fashion,Prestige,1597,2005,293,3.6
185,121,Face Wash,Beauty,Generic,1265,1904,105,4.3
186,104,Power Bank,Electronics,Lakme,107,149,107,4.9
187,248,Face Wash,Beauty,Prestige,2428,3728,284,3.5
188,163,Bedsheet,Home & Kitchen,Boat,473,680,148,4.2
189,48,Smart Watch,Electronics,Prestige,669,864,29,4.9
190,14,Saree,Fashion,Nike,2092,3505,109,4.4
191,19,Bedsheet,Home & Kitchen,Generic,1509,2447,91,4.0
192,163,Bedsheet,Home & Kitchen,Boat,2276,3189,137,4.7
193,25,Men T-Shirt,Fashion,Prestige,1288,2068,41,4.5
194,75,Women's Kurti,Fashion,Boat,2286,3519,324,4.8
195,73,Power Bank,Electronics,Boat,1843,2995,101,3.7
196,153,Shampoo,Beauty,Puma,550,974,95,4.9
197,58,Bluetooth Earbuds,Electronics,Lakme,2183,2986,354,4.4
198,199,Mixer,Home & Kitchen,Lakme,268,388,357,4.7
199,202,Bedsheet,Home & Kitchen,Lakme,530,897,183,4.3
200,222,Mixer,Home & Kitchen,Nike,350,548,290,3.6
201,235,Dry Fruits,Grocery,Puma,2197,3111,178,4.4
202,139,Dry Fruits,Grocery,Puma,1322,2023,317,3.9
203,124,Dry Fruits,Grocery,Mamaearth,356,438,329,4.5
204,77,Mixer,Home & Kitchen,Mamaearth,2294,4098,281,4.6
205,29,Bedsheet,Home & Kitchen,Milton,832,1491,400,3.8
206,159,Lipstick,Beauty,Nike,1784,2241,49,4.9
207,208,Spices,Grocery,Prestige,675,967,141,3.7
208,246,Mixer,Home & Kitchen,Generic,1896,2585,286,4.3
209,66,Face Wash,Beauty,Generic,1193,1636,297,4.2
210,157,Bedsheet,Home & Kitchen,Prestige,960,1214,162,3.9
211,23,Mixer,Home & Kitchen,Lakme,302,441,304,4.9
212,129,Shampoo,Beauty,Nike,1127,1591,157,3.8
213,50,Dry Fruits,Grocery,Mamaearth,2274,2937,96,4.0
214,120,Spices,Grocery,Nike,2361,3417,254,4.2
215,7,Smart Watch,Electronics,Boat,1766,2590,326,3.9
216,111,Bluetooth Earbuds,Electronics,Prestige,948,1623,253,3.8
217,105,Shampoo,Beauty,Mamaearth,931,1629,162,3.8
218,90,Spices,Grocery,Boat,1623,1959,306,4.8
219,200,Dry Fruits,Grocery,Mamaearth,624,844,193,4.0
220,260,Bluetooth Earbuds,Electronics,Mamaearth,2463,3392,30,4.3
221,266,Dry Fruits,Grocery,Milton,380,529,20,3.7
222,4,Storage Box,Home & Kitchen,Nike,2445,2889,279,3.6
223,9,Bluetooth Earbuds,Electronics,Nike,946,1551,356,4.0
224,217,Shampoo,Beauty,Lakme,1927,3092,299,4.4
225,87,Mixer,Home & Kitchen,Generic,2056,3678,250,3.7
226,296,Mixer,Home & Kitchen,Milton,1468,2563,262,4.2
227,191,Mixer,Home & Kitchen,Lakme,168,217,50,4.0
228,265,Mixer,Home & Kitchen,Milton,1755,3064,221,3.8
229,187,Power Bank,Electronics,Mamaearth,2063,2573,370,4.5
230,281,Power Bank,Electronics,Mamaearth,581,793,395,3.6
231,139,Tea,Grocery,Nike,395,632,215,3.7
232,62,Mixer,Home & Kitchen,Puma,1267,2096,318,4.8
233,161,Mixer,Home & Kitchen,Puma,389,561,321,4.0
234,156,Smart Watch,Electronics,Mamaearth,1620,2528,167,4.4
235,114,Dry Fruits,Grocery,Lakme,291,438,164,4.3
236,78,Bluetooth Earbuds,Electronics,Puma,2256,3004,167,4.0
237,106,Spices,Grocery,Milton,690,1135,126,4.6
238,285,Men T-Shirt,Fashion,Puma,2116,2615,177,4.8
239,73,Spices,Grocery,Boat,1825,2975,215,3.5
240,42,Spices,Grocery,Prestige,2266,3348,364,3.9
241,268,Shampoo,Beauty,Generic,942,1417,397,4.6
242,203,Mixer,Home & Kitchen,Lakme,956,1386,70,4.0
243,105,Bedsheet,Home & Kitchen,Prestige,170,299,257,3.6
244,43,Shampoo,Beauty,Lakme,257,395,272,3.7
245,10,Shampoo,Beauty,Mamaearth,1033,1775,106,4.5
246,230,Smart Watch,Electronics,Prestige,1691,1952,143,4.5
247,204,Storage Box,Home & Kitchen,Milton,2403,3146,56,4.2
248,180,Power Bank,Electronics,Mamaearth,2184,3899,390,4.0
249,160,Jeans,Fashion,Lakme,1243,2043,255,4.4
250,205,Storage Box,Home & Kitchen,Milton,2364,3110,87,5.0
251,60,Lipstick,Beauty,Puma,186,272,295,4.7
252,70,Smart Watch,Electronics,Boat,1150,2004,221,4.8
253,274,Face Wash,Beauty,Boat,251,303,269,4.5
254,265,Power Bank,Electronics,Prestige,1348,2040,373,4.3
255,106,Mixer,Home & Kitchen,Boat,1953,2256,374,4.2
256,179,Shampoo,Beauty,Milton,1615,1894,372,4.6
257,250,Men T-Shirt,Fashion,Milton,1478,2418,47,4.6
258,28,Jeans,Fashion,Mamaearth,1783,2917,179,4.4
259,43,Mixer,Home & Kitchen,Puma,886,1105,397,4.6
260,78,Power Bank,Electronics,Puma,219,318,109,4.3
261,49,Lipstick,Beauty,Lakme,849,1308,343,4.0
262,202,Storage Box,Home & Kitchen,Nike,505,809,236,4.8
263,104,Power Bank,Electronics,Puma,410,573,359,3.6
264,177,Face Wash,Beauty,Prestige,1329,1609,161,3.7
265,175,Power Bank,Electronics,Prestige,998,1332,66,4.7
266,272,Jeans,Fashion,Lakme,248,331,228,4.4
267,137,Spices,Grocery,Lakme,1861,3181,350,3.5
268,94,Women's Kurti,Fashion,Generic,636,767,269,4.4
269,92,Face Wash,Beauty,Puma,2138,2759,249,4.9
270,223,Tea,Grocery,Prestige,1170,1627,27,4.4
271,109,Jeans,Fashion,Milton,970,1631,183,4.1
272,222,Tea,Grocery,Boat,1769,2666,148,3.7
273,146,Bluetooth Earbuds,Electronics,Lakme,2187,3787,175,4.3
274,51,Jeans,Fashion,Generic,1387,2162,232,4.1
275,252,Mixer,Home & Kitchen,Generic,154,246,165,4.7
276,74,Spices,Grocery,Boat,2470,3338,164,3.6
277,155,Mixer,Home & Kitchen,Milton,1259,1965,188,4.5
278,85,Storage Box,Home & Kitchen,Nike,417,499,275,4.3
279,90,Women's Kurti,Fashion,Milton,2202,3012,198,3.8
280,221,Smart Watch,Electronics,Milton,1934,2478,108,3.6
281,93,Smart Watch,Electronics,Lakme,1313,1804,183,5.0
282,109,Bluetooth Earbuds,Electronics,Boat,663,1128,149,4.5
283,158,Bedsheet,Home & Kitchen,Mamaearth,746,944,28,3.5
284,12,Shampoo,Beauty,Mamaearth,150,215,86,4.7
285,158,Storage Box,Home & Kitchen,Generic,2058,2607,372,3.5
286,34,Lipstick,Beauty,Milton,2195,3276,43,4.0
287,23,Shampoo,Beauty,Mamaearth,746,881,38,4.7
288,109,Bedsheet,Home & Kitchen,Milton,814,995,278,4.2
289,190,Dry Fruits,Grocery,Mamaearth,1429,2393,75,4.9
290,100,Spices,Grocery,Puma,1661,2209,319,4.8
291,63,Lipstick,Beauty,Generic,1413,2374,291,4.3
292,3,Shampoo,Beauty,Prestige,458,752,82,4.5
293,22,Tea,Grocery,Puma,349,576,182,3.8
294,294,Smart Watch,Electronics,Mamaearth,1683,2154,55,3.7
295,213,Bluetooth Earbuds,Electronics,Prestige,611,797,152,4.9
296,275,Power Bank,Electronics,Prestige,780,1165,214,4.9
297,22,Mixer,Home & Kitchen,Prestige,1171,1367,295,4.5
298,139,Storage Box,Home & Kitchen,Generic,555,678,332,4.2
299,28,Bluetooth Earbuds,Electronics,Mamaearth,2475,3496,291,4.0
300,162,Face Wash,Beauty,Generic,1035,1587,388,4.3
301,226,Women's Kurti,Fashion,Boat,839,1093,123,3.6
302,42,Mixer,Home & Kitchen,Boat,1688,1972,62,4.6
303,191,Shampoo,Beauty,Puma,2400,3813,150,4.4
304,163,Lipstick,Beauty,Prestige,1343,2154,86,4.9
305,36,Men T-Shirt,Fashion,Puma,2392,3606,210,4.2
306,132,Face Wash,Beauty,Lakme,1770,2925,356,5.0
307,217,Spices,Grocery,Nike,452,704,79,3.6
308,90,Dry Fruits,Grocery,Boat,864,1535,188,3.9
309,275,Mixer,Home & Kitchen,Prestige,1393,1861,356,4.0
310,46,Tea,Grocery,Mamaearth,1236,2222,116,4.5
311,264,Face Wash,Beauty,Milton,867,1149,57,4.3
312,130,Dry Fruits,Grocery,Milton,1299,1967,206,4.7
313,78,Face Wash,Beauty,Milton,1780,2173,241,4.4
314,39,Bluetooth Earbuds,Electronics,Mamaearth,2005,2514,52,4.3
315,30,Bedsheet,Home & Kitchen,Puma,1869,2591,134,4.6
316,48,Lipstick,Beauty,Lakme,1780,3086,317,4.5
317,72,Bluetooth Earbuds,Electronics,Milton,283,407,260,4.7
318,291,Jeans,Fashion,Puma,295,345,373,4.0
319,193,Men T-Shirt,Fashion,Boat,1869,2487,384,4.9
320,113,Smart Watch,Electronics,Lakme,248,333,240,4.8
321,286,Mixer,Home & Kitchen,Nike,2335,2857,299,4.0
322,128,Bedsheet,Home & Kitchen,Mamaearth,1877,2556,201,4.7
323,5,Spices,Grocery,Mamaearth,2060,2592,380,4.2
324,146,Bluetooth Earbuds,Electronics,Generic,1906,3259,218,5.0
325,225,Smart Watch,Electronics,Lakme,1767,2957,232,4.4
326,239,Bedsheet,Home & Kitchen,Puma,233,296,148,4.8
327,137,Storage Box,Home & Kitchen,Milton,1261,1609,102,3.7
328,26,Shampoo,Beauty,Puma,644,1143,207,4.2
329,267,Lipstick,Beauty,Prestige,1387,2213,266,4.6
330,244,Saree,Fashion,Generic,84,138,37,4.2
331,68,Dry Fruits,Grocery,Lakme,216,261,133,4.1
332,277,Women's Kurti,Fashion,Boat,902,1595,130,4.1
333,6,Smart Watch,Electronics,Nike,198,275,128,4.0
334,288,Women's Kurti,Fashion,Lakme,124,223,254,4.1
335,21,Smart Watch,Electronics,Prestige,473,711,232,4.2
336,208,Spices,Grocery,Mamaearth,2056,3144,191,3.9
337,144,Bluetooth Earbuds,Electronics,Boat,2040,3553,393,4.5
338,217,Tea,Grocery,Generic,882,1517,294,4.5
339,36,Mixer,Home & Kitchen,Prestige,1643,2486,346,4.9
340,127,Men T-Shirt,Fashion,Boat,874,1332,186,4.7
341,168,Face Wash,Beauty,Puma,1299,2107,74,3.6
342,293,Spices,Grocery,Prestige,678,1105,391,4.6
343,145,Bluetooth Earbuds,Electronics,Generic,2470,3428,352,3.6
344,89,Storage Box,Home & Kitchen,Lakme,2397,2780,276,3.9
345,215,Bluetooth Earbuds,Electronics,Boat,1207,1849,40,4.0
346,44,Men T-Shirt,Fashion,Puma,1833,2454,62,4.9
347,152,Spices,Grocery,Puma,671,1041,111,4.8
348,94,Smart Watch,Electronics,Nike,2102,3585,353,4.9
349,115,Tea,Grocery,Nike,1456,2054,396,4.4
350,289,Spices,Grocery,Mamaearth,2451,3878,384,3.6
351,186,Bluetooth Earbuds,Electronics,Generic,526,833,309,4.8
352,247,Face Wash,Beauty,Boat,1708,2847,323,4.2
353,104,Smart Watch,Electronics,Boat,172,288,89,3.6
354,136,Shampoo,Beauty,Milton,860,1152,243,3.9
355,279,Women's Kurti,Fashion,Nike,2088,3598,100,4.8
356,244,Storage Box,Home & Kitchen,Puma,159,278,57,4.7
357,25,Spices,Grocery,Generic,1422,2346,248,3.8
358,297,Lipstick,Beauty,Boat,2000,3045,126,5.0
359,69,Mixer,Home & Kitchen,Generic,928,1144,215,4.2
360,298,Dry Fruits,Grocery,Nike,1179,1386,105,4.0
361,32,Dry Fruits,Grocery,Puma,1781,3151,345,3.8
362,196,Lipstick,Beauty,Generic,2145,3430,29,4.2
363,77,Saree,Fashion,Generic,839,1141,226,3.6
364,5,Spices,Grocery,Puma,1041,1269,72,4.8
365,117,Dry Fruits,Grocery,Lakme,851,1117,123,4.4
366,90,Face Wash,Beauty,Prestige,2419,3668,68,3.8
367,118,Bedsheet,Home & Kitchen,Lakme,2099,3723,59,3.9
368,44,Tea,Grocery,Lakme,749,946,177,3.6
369,15,Lipstick,Beauty,Prestige,121,209,48,4.8
370,79,Dry Fruits,Grocery,Lakme,114,160,79,4.4
371,270,Power Bank,Electronics,Boat,380,453,348,4.6
372,107,Men T-Shirt,Fashion,Puma,1864,2619,268,4.9
373,35,Lipstick,Beauty,Puma,1657,2119,265,4.6
374,126,Bedsheet,Home & Kitchen,Generic,2325,3736,78,4.1
375,220,Saree,Fashion,Nike,1539,2450,72,4.3
376,72,Face Wash,Beauty,Generic,1909,3369,220,5.0
377,165,Mixer,Home & Kitchen,Puma,2355,3652,363,4.4
378,224,Lipstick,Beauty,Generic,988,1586,247,4.1
379,130,Jeans,Fashion,Milton,1889,3121,277,4.8
380,43,Storage Box,Home & Kitchen,Mamaearth,1205,2135,121,4.9
381,295,Women's Kurti,Fashion,Nike,282,470,299,3.8
382,106,Bluetooth Earbuds,Electronics,Lakme,1350,1622,55,3.7
383,2,Tea,Grocery,Nike,2437,3978,68,3.6
384,289,Storage Box,Home & Kitchen,Boat,1415,2400,146,4.8
385,271,Lipstick,Beauty,Boat,308,430,271,4.3
386,86,Dry Fruits,Grocery,Milton,1577,1847,332,4.5
387,15,Shampoo,Beauty,Mamaearth,476,590,99,4.5
388,130,Tea,Grocery,Milton,1367,2267,281,4.2
389,3,Bedsheet,Home & Kitchen,Prestige,1407,1711,139,4.5
390,37,Lipstick,Beauty,Mamaearth,1580,2656,46,3.7
391,120,Jeans,Fashion,Mamaearth,2143,3848,360,4.0
392,242,Storage Box,Home & Kitchen,Lakme,334,413,42,4.9
393,197,Dry Fruits,Grocery,Prestige,1358,1876,189,3.6
394,192,Shampoo,Beauty,Puma,1620,2425,202,4.0
395,260,Men T-Shirt,Fashion,Lakme,774,935,184,5.0
396,117,Smart Watch,Electronics,Puma,707,1211,64,4.2
397,267,Dry Fruits,Grocery,Prestige,1976,2445,253,4.1
398,236,Spices,Grocery,Lakme,2212,2554,349,3.7
399,194,Bedsheet,Home & Kitchen,Puma,2299,2872,382,4.6
400,183,Face Wash,Beauty,Nike,1060,1631,192,3.5
401,269,Saree,Fashion,Puma,1127,1495,26,4.9
402,235,Bluetooth Earbuds,Electronics,Lakme,1717,2195,146,4.5
403,215,Bedsheet,Home & Kitchen,Generic,408,669,346,4.9
404,264,Bedsheet,Home & Kitchen,Generic,2026,3581,225,5.0
405,127,Power Bank,Electronics,Mamaearth,2377,2928,116,4.0
406,141,Face Wash,Beauty,Nike,1980,2694,359,4.4
407,46,Power Bank,Electronics,Boat,568,899,143,4.6
408,60,Shampoo,Beauty,Mamaearth,1655,2480,345,4.4
409,267,Spices,Grocery,Prestige,463,820,30,4.2
410,166,Lipstick,Beauty,Prestige,887,1103,79,4.1
411,24,Tea,Grocery,Prestige,1365,1804,41,4.9
412,236,Tea,Grocery,Puma,1975,2324,349,4.4
413,184,Storage Box,Home & Kitchen,Boat,281,403,300,4.3
414,262,Tea,Grocery,Puma,2275,4060,313,4.0
415,282,Smart Watch,Electronics,Boat,1142,1775,132,4.8
416,283,Spices,Grocery,Milton,118,175,55,3.8
417,173,Saree,Fashion,Lakme,511,596,276,4.5
418,179,Storage Box,Home & Kitchen,Milton,1155,1549,66,3.5
419,159,Storage Box,Home & Kitchen,Mamaearth,2146,3127,234,5.0
420,143,Bluetooth Earbuds,Electronics,Prestige,1801,2712,179,4.0
421,130,Spices,Grocery,Prestige,205,272,125,4.3
422,137,Women's Kurti,Fashion,Lakme,968,1326,112,4.2
423,133,Tea,Grocery,Milton,969,1583,262,3.8
424,270,Women's Kurti,Fashion,Nike,354,584,243,3.6
425,277,Bedsheet,Home & Kitchen,Mamaearth,2143,3486,320,4.3
426,85,Dry Fruits,Grocery,Boat,1076,1672,293,4.0
427,248,Spices,Grocery,Milton,170,300,180,4.1
428,59,Men T-Shirt,Fashion,Mamaearth,2345,3128,367,4.0
429,273,Face Wash,Beauty,Lakme,1523,1894,54,4.9
