Seller_ID,Seller_Name,State,City,Seller_Rating,Join_Date
193,Maa Collection 193,Rajasthan,Banswara,4.0,2024-10-27
194,Fashion Club 194,Rajasthan,Udaipur,4.8,2024-07-06
195,RK Traders 195,Uttar Pradesh,Kanpur,3.7,2024-03-26
196,Maa Collection 196,Rajasthan,Udaipur,3.8,2024-09-15
197,Urban Store 197,Karnataka,Mysuru,4.4,2024-08-25
198,Daily Needs 198,Karnataka,Bengaluru,3.8,2024-07-22
199,Trendy Zone 199,Rajasthan,Jaipur,3.6,2025-06-17
200,Style Point 200,Gujarat,Ahmedabad,3.7,2025-04-29
201,City Mart 201,Maharashtra,Mumbai,3.9,2024-12-05
202,Daily Needs 202,Uttar Pradesh,Lucknow,4.8,2025-05-07
203,RK Traders 203,Delhi,New Delhi,3.6,2024-10-12
204,Shree Fashion Hub 204,Karnataka,Mysuru,4.6,2024-02-20
205,Shree Fashion Hub 205,Uttar Pradesh,Lucknow,4.3,2024-10-23
206,Fashion Club 206,Delhi,New Delhi,4.6,2024-07-04
207,City Mart 207,Uttar Pradesh,Noida,5.0,2024-06-18
208,Fashion Club 208,Gujarat,Rajkot,5.0,2025-02-28
209,Daily Needs 209,Uttar Pradesh,Lucknow,4.0,2025-04-20
210,City Mart 210,Karnataka,Mysuru,4.5,2024-08-04
211,City Mart 211,Delhi,New Delhi,4.3,2025-01-10
212,Urban Store 212,Rajasthan,Banswara,4.2,2025-04-21
213,City Mart 213,Uttar Pradesh,Kanpur,3.5,2024-01-03
214,Style Point 214,Gujarat,Surat,3.7,2024-02-19
215,Style Point 215,Rajasthan,Banswara,4.4,2025-05-31
216,Daily Needs 216,Delhi,New Delhi,3.9,2024-04-07
217,Style Point 217,Uttar Pradesh,Noida,4.6,2024-12-03
218,Daily Needs 218,Rajasthan,Jaipur,4.1,2024-12-17
219,Shree Fashion Hub 219,Uttar Pradesh,Kanpur,3.7,2024-09-22
220,Urban Store 220,Rajasthan,Banswara,3.8,2024-11-19
221,Urban Store 221,Delhi,New Delhi,4.2,2025-02-15
222,Shree Fashion Hub 222,Uttar Pradesh,Kanpur,4.8,2024-10-25
223,Style Point 223,Karnataka,Mysuru,3.6,2024-08-23
224,Trendy Zone 224,Delhi,New Delhi,4.5,2024-12-09
225,Maa Collection 225,Rajasthan,Kota,4.3,2025-04-13
226,Shree Fashion Hub 226,Gujarat,Rajkot,4.7,2024-10-12
227,Urban Store 227,Karnataka,Bengaluru,3.6,2024-09-19
228,Daily Needs 228,Karnataka,Bengaluru,3.6,2025-03-22
229,Trendy Zone 229,Maharashtra,Pune,4.0,2025-04-16
230,Royal Mart 230,Karnataka,Bengaluru,4.8,2025-02-15
231,Royal Mart 231,Gujarat,Rajkot,4.1,2024-09-24
232,Royal Mart 232,Gujarat,Surat,4.4,2025-01-01
233,Royal Mart 233,Uttar Pradesh,Noida,3.6,2024-02-23
234,Style Point 234,Rajasthan,Banswara,4.1,2025-06-23
235,RK Traders 235,Maharashtra,Nagpur,3.7,2024-03-29
236,Royal Mart 236,Maharashtra,Nagpur,4.5,2024-12-04
237,Maa Collection 237,Karnataka,Bengaluru,4.3,2024-10-18
238,Urban Store 238,Karnataka,Bengaluru,4.0,2024-04-22
239,Urban Store 239,Gujarat,Surat,3.5,2024-10-26
240,Shree Fashion Hub 240,Delhi,New Delhi,4.6,2024-12-18
241,Daily Needs 241,Gujarat,Ahmedabad,4.3,2024-10-23
242,Royal Mart 242,Uttar Pradesh,Noida,4.7,2024-09-29
243,Shree Fashion Hub 243,Delhi,New Delhi,4.4,2024-02-22
244,RK Traders 244,Rajasthan,Banswara,4.4,2024-02-22
245,Maa Collection 245,Delhi,New Delhi,4.7,2025-02-27
246,Daily Needs 246,Delhi,New Delhi,4.1,2025-01-21
247,Trendy Zone 247,Gujarat,Rajkot,4.6,2024-12-18
248,Urban Store 248,Rajasthan,Udaipur,4.4,2024-01-20
249,Trendy Zone 249,Maharashtra,Nagpur,4.8,2024-07-20
250,Maa Collection 250,Uttar Pradesh,Kanpur,4.7,2024-03-02
251,Style Point 251,Karnataka,Mysuru,4.6,2024-06-22
252,Style Point 252,Uttar Pradesh,Lucknow,4.7,2024-03-20
253,Style Point 253,Uttar Pradesh,Kanpur,3.9,2024-07-27
254,Trendy Zone 254,Karnataka,Mysuru,4.3,2025-06-22
255,City Mart 255,Gujarat,Surat,3.7,2024-09-04
256,Urban Store 256,Uttar Pradesh,Lucknow,4.2,2024-02-24
257,Daily Needs 257,Maharashtra,Mumbai,4.2,2024-12-05
258,Maa Collection 258,Maharashtra,Mumbai,3.8,2025-02-19
259,Daily Needs 259,Delhi,New Delhi,3.8,2024-03-23
260,City Mart 260,Uttar Pradesh,Lucknow,3.8,2025-02-23
261,Fashion Club 261,Gujarat,Ahmedabad,5.0,2024-12-06
262,Fashion Club 262,Maharashtra,Pune,3.9,2025-02-26
263,Daily Needs 263,Karnataka,Bengaluru,4.8,2024-08-15
264,Maa Collection 264,Uttar Pradesh,Kanpur,4.3,2024-05-31
265,Royal Mart 265,Uttar Pradesh,Noida,3.6,2024-04-28
266,Shree Fashion Hub 266,Karnataka,Bengaluru,3.9,2024-09-08
267,Style Point 267,Maharashtra,Nagpur,4.6,2024-12-06
268,RK Traders 268,Gujarat,Ahmedabad,3.5,2025-05-27
269,Trendy Zone 269,Uttar Pradesh,Kanpur,4.5,2025-01-11
270,RK Traders 270,Delhi,New Delhi,4.3,2025-06-03
271,RK Traders 271,Maharashtra,Pune,4.6,2024-05-26
272,Royal Mart 272,Gujarat,Surat,4.3,2024-01-02
273,Daily Needs 273,Karnataka,Bengaluru,3.6,2024-03-15
274,Trendy Zone 274,Rajasthan,Kota,3.7,2024-02-17
275,City Mart 275,Uttar Pradesh,Kanpur,3.8,2024-11-22
276,City Mart 276,Karnataka,Mysuru,3.5,2025-01-26
277,Shree Fashion Hub 277,Delhi,New Delhi,3.7,2024-12-13
278,Royal Mart 278,Rajasthan,Udaipur,4.7,2024-12-30
279,Daily Needs 279,Gujarat,Ahmedabad,4.8,2025-04-22
280,Shree Fashion Hub 280,Delhi,New Delhi,4.5,2024-12-18
281,Maa Collection 281,Karnataka,Bengaluru,3.6,2024-07-17
282,Shree Fashion Hub 282,Rajasthan,Udaipur,5.0,2024-02-02
283,City Mart 283,Rajasthan,Udaipur,4.1,2024-09-14
284,Style Point 284,Uttar Pradesh,Noida,3.5,2024-10-09
285,Daily Needs 285,Rajasthan,Jaipur,3.8,2025-03-27
286,Style Point 286,Uttar Pradesh,Kanpur,4.0,2024-11-24
287,Shree Fashion Hub 287,Rajasthan,Banswara,4.7,2024-05-29
288,City Mart 288,Maharashtra,Nagpur,4.4,2024-11-26
289,Trendy Zone 289,Karnataka,Mysuru,3.8,2024-01-29
290,Fashion Club 290,Delhi,New Delhi,4.2,2024-01-18
291,Style Point 291,Gujarat,Rajkot,3.8,2025-02-21
292,Trendy Zone 292,Delhi,New Delhi,4.4,2025-05-19
293,Urban Store 293,Rajasthan,Banswara,4.0,2024-01-14
294,Maa Collection 294,Karnataka,Bengaluru,4.8,2024-03-22
295,Fashion Club 295,Karnataka,Bengaluru,4.1,2025-01-11
296,Shree Fashion Hub 296,Karnataka,Bengaluru,3.7,2024-10-03
297,Maa Collection 297,Karnataka,Bengaluru,4.5,2024-12-05
298,Style Point 298,Delhi,New Delhi,4.6,2024-08-29
299,Trendy Zone 299,Maharashtra,Pune,4.0,2024-11-03
300,Royal Mart 300,Gujarat,Rajkot,5.0,2024-11-07
